#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
4.749696486799664941e-01 4.900520663987661951e-01 -2.452768684552942613e+00 -5.504689320244888773e-01 -5.195170195352224454e-04 2.985173988274651524e+00 1.916798614260389194e-02 2.985173988274651524e+00 2.506649572526037329e-04
5.338941580587880376e-01 5.106150524043966410e-01 -2.565408479472152337e+00 -7.071618156011654222e-01 1.310103578846758465e-03 3.418961088328082099e+00 1.752937450437017097e-02 3.418961088328082099e+00 1.794100211429616948e-04
5.928186674376098031e-01 5.484545653024828216e-01 -3.036656671613123581e+00 -2.101111619221030236e-01 -3.048642138455272374e-04 3.915783458322857236e+00 1.582115410099761699e-02 3.915783458322857236e+00 1.249576221131504673e-04
6.517431768164315686e-01 5.925150326269954526e-01 -3.096907115013913359e+00 6.977268797555728763e-02 4.700755639688774997e-05 4.484800995489870878e+00 1.655789122804045277e-02 4.484800995489870878e+00 7.870089809286941586e-05
7.106676861952531121e-01 6.342313623710299497e-01 -3.032414842770591701e+00 -1.236619957098283873e-02 -3.915013303420735759e-03 5.136504656915215961e+00 1.612355500332913680e-02 5.136504656915215961e+00 5.392563744216817849e-05
7.695921955740748777e-01 6.644957278485523755e-01 -2.784878159162503142e+00 -3.885625198894957499e-01 -1.553088230374992081e-03 5.882909880961139315e+00 1.650242170042490533e-02 5.882909880961139315e+00 3.456309098833848731e-05
8.285167049528966432e-01 6.856291045573965626e-01 -2.616737798234948009e+00 -6.789892081769872689e-01 -4.153767541716443454e-03 6.737778115496695364e+00 1.451005610798814828e-02 6.737778115496695364e+00 2.532795518481967766e-05
8.874412143317181867e-01 7.062819958300525780e-01 -2.964461214552031709e+00 -3.324565853517030267e-01 -5.076547777113729100e-03 7.716870537246643735e+00 1.372554091983180409e-02 7.716870537246643735e+00 1.699153415320155952e-05
9.463657237105399522e-01 7.137539372266461513e-01 -2.913549899393711673e+00 -6.356026100811013047e-01 -2.077330604881552894e-03 8.838238640073624808e+00 1.325834785949917341e-02 8.838238640073624808e+00 1.133029673043275629e-05
1.005290233089361829e+00 7.126057206800199273e-01 -2.368490595213716965e+00 -1.302763342400199864e+00 -6.751013326889787960e-03 1.012255704975989978e+01 1.155112610087181274e-02 1.012255704975989978e+01 7.706791257060595466e-06
1.064214742468183372e+00 7.086440207885429388e-01 -2.406866397161406823e+00 -1.054163156988364047e+00 -3.800261849726333224e-03 1.159350470138360301e+01 9.310221809106244278e-03 1.159350470138360301e+01 5.958226259420340569e-06
1.123139251847005138e+00 7.381069079498344676e-01 -3.797671416627205421e+00 1.539791429952168111e-01 -4.178234817533475016e-04 1.327820140704386986e+01 8.677452225598746710e-03 1.327820140704386986e+01 4.010760718882259155e-06
1.182063761225826903e+00 7.435270359542232033e-01 -3.670460262963578302e+00 3.001820813844783831e-01 -1.324546305338541660e-02 1.520770786291917531e+01 9.707475849226409811e-03 1.520770786291917531e+01 2.126009208153022434e-06
1.240988270604648447e+00 7.652959981725445671e-01 -2.371192114666809569e+00 -7.841945346813052886e-01 -8.256807196512734592e-03 1.741759831427216199e+01 9.413874300265566777e-03 1.741759831427216199e+01 1.481380462130948305e-06
1.299912779983470212e+00 7.580443652247580433e-01 -2.111886630937985565e+00 -1.444961155961928645e+00 -6.999439733429822612e-03 1.994861643660631856e+01 7.846749029120443988e-03 1.994861643660631856e+01 1.117178263477049486e-06
1.358837289362291978e+00 7.439883430621621052e-01 -2.409885320718835988e+00 -1.318056725483427671e+00 -5.494544936192244031e-03 2.284742652543305397e+01 6.360351842807476785e-03 2.284742652543305397e+01 8.351853067664147027e-07
